0_answers,0_clear_goals,0_course_name,0_course_rate,0_course_requirements,0_dept,0_feedback,0_hrs_week,0_level,0_num,0_prof_interest,0_respect,0_semester,0_semester_int,0_students,0_subject_importance,0_subject_matter,0_teaching_rate,0_year,1_answers,1_clear_goals,1_course_name,1_course_rate,1_course_requirements,1_dept,1_feedback,1_hrs_week,1_level,1_num,1_prof_interest,1_respect,1_semester,1_semester_int,1_students,1_subject_importance,1_subject_matter,1_teaching_rate,1_year,2_answers,2_clear_goals,2_course_name,2_course_rate,2_course_requirements,2_dept,2_feedback,2_hrs_week,2_level,2_num,2_prof_interest,2_respect,2_semester,2_semester_int,2_students,2_subject_importance,2_subject_matter,2_teaching_rate,2_year,3_answers,3_clear_goals,3_course_name,3_course_rate,3_course_requirements,3_dept,3_feedback,3_hrs_week,3_level,3_num,3_prof_interest,3_respect,3_semester,3_semester_int,3_students,3_subject_importance,3_subject_matter,3_teaching_rate,3_year,4_answers,4_clear_goals,4_course_name,4_course_rate,4_course_requirements,4_dept,4_feedback,4_hrs_week,4_level,4_num,4_prof_interest,4_respect,4_semester,4_semester_int,4_students,4_subject_importance,4_subject_matter,4_teaching_rate,4_year
8,3.0,SCENOGRAPHY,2.25,2.625,DRA,2.75,7.25,Undergraduate,54431,3.75,3.625,Fall,9,22,3.0,2.75,2.75,2017,10,3.4,SCENOGRAPHY,3.2,3.0,DRA,3.2,7.4,Undergraduate,54431,3.6,3.9,Fall,9,24,3.6,3.2,3.5,2016,8,3.625,SCENOGRAPHY,3.375,3.625,DRA,3.375,8.875,Undergraduate,54431,4.0,3.375,Fall,9,22,3.25,3.75,3.75,2015,14,3.6799999999999997,SCENOGRAPHY,3.9299999999999997,3.7849999999999997,DRA,4.5,11.570000000000002,Undergraduate,54431,4.36,4.3549999999999995,Fall,9,14,4.36,3.8449999999999998,4.069999999999999,2014,12,3.65,SCENOGRAPHY,3.565,2.85,DRA,4.3,,Undergraduate,54431,4.115,4.05,Fall,9,26,4.2,3.85,3.9500000000000006,2013
24,3.1458333333333335,PROFESSL PREP,3.0412500000000002,2.8966666666666665,DRA,3.2291666666666665,2.875,Undergraduate,54445,3.4995833333333337,3.5408333333333335,Fall,9,126,3.5833333333333335,3.207916666666667,3.167083333333333,2017,18,3.6666666666666665,PROFESSL PREP 1,3.113333333333333,3.3333333333333335,DRA,3.836666666666667,2.5,Undergraduate,54445,3.5566666666666666,3.3333333333333335,Fall,9,63,4.056666666666667,3.5,3.4433333333333334,2016,2,1.0,PROFESSL PREP 1,1.0,2.5,DRA,1.0,5.0,Undergraduate,54445,3.0,3.0,Fall,9,28,3.0,1.0,2.0,2015,2,3.0,PROFESSL PREPARATION,3.0,3.0,DRA,3.0,2.0,Undergraduate,54445,3.0,3.0,Fall,9,22,3.0,3.0,3.0,2014,8,3.25,PROFESSL PREPARATION,2.375,3.125,DRA,2.625,,Undergraduate,54445,2.875,3.125,Fall,9,28,2.75,2.5,2.875,2013
3,5.0,FIGURE DRAWING,5.0,5.0,DRA,5.0,2.0,Undergraduate,54447,5.0,5.0,Fall,9,4,5.0,5.0,5.0,2016,4,4.0,FIGURE DRAWING,4.25,3.75,DRA,4.5,3.5,Undergraduate,54447,4.25,4.25,Spring,1,12,4.25,3.75,4.25,2016,4,4.75,FIGURE DRAWING,4.75,5.0,DRA,4.75,2.75,Undergraduate,54447,5.0,4.75,Fall,9,6,4.75,4.5,4.75,2015,2,5.0,FIGURE DRAWING,5.0,5.0,DRA,5.0,2.0,Undergraduate,54447,5.0,5.0,Fall,9,4,5.0,5.0,5.0,2014,4,3.25,FIGURE DRAWING II,3.5,3.5,DRA,2.5,,Undergraduate,54447,3.25,2.0,Fall,9,9,2.75,2.25,2.5,2013
4,3.5,FIGURE DRAWING,4.0,3.5,DRA,4.25,2.0,Undergraduate,54447,4.0,3.5,Spring,1,11,3.75,3.75,4.0,2017,3,5.0,FIGURE DRAWING,5.0,5.0,DRA,5.0,2.0,Undergraduate,54447,5.0,5.0,Fall,9,4,5.0,5.0,5.0,2016,4,4.0,FIGURE DRAWING,4.25,3.75,DRA,4.5,3.5,Undergraduate,54447,4.25,4.25,Spring,1,12,4.25,3.75,4.25,2016,4,4.75,FIGURE DRAWING,4.75,5.0,DRA,4.75,2.75,Undergraduate,54447,5.0,4.75,Fall,9,6,4.75,4.5,4.75,2015,2,5.0,FIGURE DRAWING,5.0,5.0,DRA,5.0,2.0,Undergraduate,54447,5.0,5.0,Fall,9,4,5.0,5.0,5.0,2014
2,5.0,FIGURE DRAWING,4.5,5.0,DRA,4.5,5.0,Undergraduate,54447,4.5,4.5,Fall,9,10,5.0,5.0,5.0,2017,4,3.5,FIGURE DRAWING,4.0,3.5,DRA,4.25,2.0,Undergraduate,54447,4.0,3.5,Spring,1,11,3.75,3.75,4.0,2017,3,5.0,FIGURE DRAWING,5.0,5.0,DRA,5.0,2.0,Undergraduate,54447,5.0,5.0,Fall,9,4,5.0,5.0,5.0,2016,4,4.0,FIGURE DRAWING,4.25,3.75,DRA,4.5,3.5,Undergraduate,54447,4.25,4.25,Spring,1,12,4.25,3.75,4.25,2016,4,4.75,FIGURE DRAWING,4.75,5.0,DRA,4.75,2.75,Undergraduate,54447,5.0,4.75,Fall,9,6,4.75,4.5,4.75,2015
4,4.25,PRODCTN MGT WRKSHP,4.25,4.0,DRA,4.25,2.75,Undergraduate,54453,4.25,4.5,Spring,1,8,4.67,4.5,4.5,2017,2,4.5,PRODCTN MGT WRKSHP,4.5,4.5,DRA,4.5,2.0,Undergraduate,54453,4.5,4.5,Fall,9,3,4.5,4.5,4.5,2016,3,4.33,PRODCTN MGT WRKSHP,4.33,4.33,DRA,4.33,2.0,Undergraduate,54453,4.33,4.33,Fall,9,3,4.33,4.67,4.67,2015,1,5.0,PRODCTN MGT WRKSHP I,5.0,5.0,DRA,5.0,2.0,Undergraduate,54453,5.0,5.0,Fall,9,2,5.0,5.0,5.0,2014,6,4.67,PRODCTN MGT WRKSHP I,4.5,4.67,DRA,4.17,,Undergraduate,54453,4.83,5.0,Fall,9,6,4.67,4.33,4.5,2013
5,4.8,PRODCTN MGT WRKSHP,4.6,4.8,DRA,4.4,2.0,Undergraduate,54453,4.8,5.0,Fall,9,6,4.8,4.4,4.8,2017,4,4.25,PRODCTN MGT WRKSHP,4.25,4.0,DRA,4.25,2.75,Undergraduate,54453,4.25,4.5,Spring,1,8,4.67,4.5,4.5,2017,2,4.5,PRODCTN MGT WRKSHP,4.5,4.5,DRA,4.5,2.0,Undergraduate,54453,4.5,4.5,Fall,9,3,4.5,4.5,4.5,2016,3,4.33,PRODCTN MGT WRKSHP,4.33,4.33,DRA,4.33,2.0,Undergraduate,54453,4.33,4.33,Fall,9,3,4.33,4.67,4.67,2015,1,5.0,PRODCTN MGT WRKSHP I,5.0,5.0,DRA,5.0,2.0,Undergraduate,54453,5.0,5.0,Fall,9,2,5.0,5.0,5.0,2014
3,4.0,ADV TPC STAGE MGMNT,3.33,3.67,DRA,3.0,4.0,Undergraduate,54454,4.0,3.67,Spring,1,6,4.0,3.67,3.67,2017,1,3.0,ADV TPC STAGE MGMNT,4.0,3.0,DRA,4.0,5.0,Undergraduate,54454,4.0,5.0,Spring,1,2,4.0,4.0,4.0,2016,1,4.0,ADV TPC STAGE MGMNT,4.0,3.0,DRA,3.0,5.0,Undergraduate,54454,4.0,4.0,Spring,1,4,4.0,5.0,3.0,2015,7,3.712857142857143,ADV TPC STAGE MGMNT,3.4299999999999997,3.5714285714285716,DRA,3.287142857142857,,Undergraduate,54454,3.9985714285714287,3.9985714285714287,Spring,1,16,3.857142857142857,4.144285714285714,3.5714285714285716,2014,2,5.0,ADV TPC STG MANGMNT,4.5,5.0,DRA,3.5,,Undergraduate,54454,5.0,5.0,Spring,1,5,5.0,5.0,5.0,2013
6,4.5,PTM PROF PRACTICE,4.33,4.17,DRA,3.5,2.5,Undergraduate,54464,4.5,4.33,Fall,9,8,4.67,4.33,4.33,2017,2,3.0,PTM PROF PRACTICE,3.0,3.5,DRA,3.0,3.5,Undergraduate,54464,3.0,3.0,Fall,9,2,3.0,3.0,3.0,2016,4,3.5,PTM PROF PRACTICE,2.75,3.0,DRA,2.0,4.25,Undergraduate,54464,3.0,3.0,Fall,9,5,3.5,2.75,2.75,2015,2,3.0,PTM PROF PRACTICE,3.5,3.0,DRA,4.0,5.0,Undergraduate,54464,4.0,3.5,Fall,9,3,3.5,4.0,3.5,2014,5,3.8,PTM PROF PRACTICE,3.8,3.6,DRA,2.6,,Undergraduate,54464,3.8,4.0,Fall,9,5,4.0,4.0,3.4,2013
11,4.366363636363636,VOICE LAB,4.544545454545455,4.457272727272727,DRA,4.362727272727273,5.2736363636363635,Undergraduate,54500,4.271818181818182,4.179090909090909,Fall,9,37,4.453636363636364,4.455454545454545,4.275454545454545,2015,8,4.625,VOICE LAB,4.75,4.5,DRA,5.0,4.625,Undergraduate,54500,4.875,4.625,Spring,1,45,4.625,4.875,4.75,2015,8,4.75,VOICE LAB,4.875,4.875,DRA,4.875,4.625,Undergraduate,54500,4.875,4.375,Fall,9,45,4.75,4.875,4.875,2014,9,3.888888888888889,VOICE LAB,4.111111111111111,4.0,DRA,4.0,,Undergraduate,54500,4.0,4.0,Spring,1,44,4.444444444444445,4.0,3.888888888888889,2014,6,4.67,VOICE LAB,4.665,4.67,DRA,4.835,,Undergraduate,54500,4.665,4.665,Fall,9,46,4.665,4.665,4.665,2013
8,4.625,VOICE LAB,4.75,4.5,DRA,5.0,4.625,Undergraduate,54500,4.875,4.625,Spring,1,45,4.625,4.875,4.75,2015,8,4.75,VOICE LAB,4.875,4.875,DRA,4.875,4.625,Undergraduate,54500,4.875,4.375,Fall,9,45,4.75,4.875,4.875,2014,9,3.888888888888889,VOICE LAB,4.111111111111111,4.0,DRA,4.0,,Undergraduate,54500,4.0,4.0,Spring,1,44,4.444444444444445,4.0,3.888888888888889,2014,6,4.67,VOICE LAB,4.665,4.67,DRA,4.835,,Undergraduate,54500,4.665,4.665,Fall,9,46,4.665,4.665,4.665,2013,9,4.111111111111111,VOICE LAB,4.333333333333333,4.222222222222222,DRA,4.333333333333333,,Undergraduate,54500,4.333333333333333,4.111111111111111,Spring,1,48,4.333333333333333,4.333333333333333,4.222222222222222,2013
13,4.8476923076923075,VOICE LAB,4.6899999999999995,4.614615384615385,DRA,4.766923076923077,4.076923076923077,Undergraduate,54500,4.846153846153846,4.306153846153846,Fall,9,41,4.6899999999999995,4.770769230769231,4.766923076923077,2016,9,4.666666666666667,VOICE LAB,4.666666666666667,4.555555555555555,DRA,4.666666666666667,4.222222222222222,Undergraduate,54500,4.444444444444445,4.222222222222222,Spring,1,36,4.777777777777778,4.888888888888889,4.555555555555555,2016,11,4.366363636363636,VOICE LAB,4.544545454545455,4.457272727272727,DRA,4.362727272727273,5.2736363636363635,Undergraduate,54500,4.271818181818182,4.179090909090909,Fall,9,37,4.453636363636364,4.455454545454545,4.275454545454545,2015,8,4.625,VOICE LAB,4.75,4.5,DRA,5.0,4.625,Undergraduate,54500,4.875,4.625,Spring,1,45,4.625,4.875,4.75,2015,8,4.75,VOICE LAB,4.875,4.875,DRA,4.875,4.625,Undergraduate,54500,4.875,4.375,Fall,9,45,4.75,4.875,4.875,2014
9,4.666666666666667,VOICE LAB,4.666666666666667,4.555555555555555,DRA,4.666666666666667,4.222222222222222,Undergraduate,54500,4.444444444444445,4.222222222222222,Spring,1,36,4.777777777777778,4.888888888888889,4.555555555555555,2016,11,4.366363636363636,VOICE LAB,4.544545454545455,4.457272727272727,DRA,4.362727272727273,5.2736363636363635,Undergraduate,54500,4.271818181818182,4.179090909090909,Fall,9,37,4.453636363636364,4.455454545454545,4.275454545454545,2015,8,4.625,VOICE LAB,4.75,4.5,DRA,5.0,4.625,Undergraduate,54500,4.875,4.625,Spring,1,45,4.625,4.875,4.75,2015,8,4.75,VOICE LAB,4.875,4.875,DRA,4.875,4.625,Undergraduate,54500,4.875,4.375,Fall,9,45,4.75,4.875,4.875,2014,9,3.888888888888889,VOICE LAB,4.111111111111111,4.0,DRA,4.0,,Undergraduate,54500,4.0,4.0,Spring,1,44,4.444444444444445,4.0,3.888888888888889,2014
6,4.001666666666666,VOICE LAB,4.166666666666667,4.001666666666666,DRA,4.835,4.0,Undergraduate,54500,4.335,4.0,Fall,9,42,4.5,4.5,4.666666666666667,2017,12,4.585,VOICE LAB,4.668333333333333,4.831666666666667,DRA,4.833333333333333,4.875,Undergraduate,54500,4.810833333333334,4.751666666666666,Spring,1,44,4.668333333333333,4.748333333333334,4.831666666666667,2017,13,4.8476923076923075,VOICE LAB,4.6899999999999995,4.614615384615385,DRA,4.766923076923077,4.076923076923077,Undergraduate,54500,4.846153846153846,4.306153846153846,Fall,9,41,4.6899999999999995,4.770769230769231,4.766923076923077,2016,9,4.666666666666667,VOICE LAB,4.666666666666667,4.555555555555555,DRA,4.666666666666667,4.222222222222222,Undergraduate,54500,4.444444444444445,4.222222222222222,Spring,1,36,4.777777777777778,4.888888888888889,4.555555555555555,2016,11,4.366363636363636,VOICE LAB,4.544545454545455,4.457272727272727,DRA,4.362727272727273,5.2736363636363635,Undergraduate,54500,4.271818181818182,4.179090909090909,Fall,9,37,4.453636363636364,4.455454545454545,4.275454545454545,2015
12,4.585,VOICE LAB,4.668333333333333,4.831666666666667,DRA,4.833333333333333,4.875,Undergraduate,54500,4.810833333333334,4.751666666666666,Spring,1,44,4.668333333333333,4.748333333333334,4.831666666666667,2017,13,4.8476923076923075,VOICE LAB,4.6899999999999995,4.614615384615385,DRA,4.766923076923077,4.076923076923077,Undergraduate,54500,4.846153846153846,4.306153846153846,Fall,9,41,4.6899999999999995,4.770769230769231,4.766923076923077,2016,9,4.666666666666667,VOICE LAB,4.666666666666667,4.555555555555555,DRA,4.666666666666667,4.222222222222222,Undergraduate,54500,4.444444444444445,4.222222222222222,Spring,1,36,4.777777777777778,4.888888888888889,4.555555555555555,2016,11,4.366363636363636,VOICE LAB,4.544545454545455,4.457272727272727,DRA,4.362727272727273,5.2736363636363635,Undergraduate,54500,4.271818181818182,4.179090909090909,Fall,9,37,4.453636363636364,4.455454545454545,4.275454545454545,2015,8,4.625,VOICE LAB,4.75,4.5,DRA,5.0,4.625,Undergraduate,54500,4.875,4.625,Spring,1,45,4.625,4.875,4.75,2015
2,3.0,EAR TRAINING,3.5,4.0,DRA,3.0,3.5,Undergraduate,54505,3.0,3.5,Fall,9,5,3.5,3.0,3.0,2015,1,3.0,EAR TRAINING,5.0,3.0,DRA,4.0,2.0,Undergraduate,54505,3.0,5.0,Spring,1,5,3.0,4.0,5.0,2015,4,4.25,EAR TRAINING,4.5,4.25,DRA,4.0,2.0,Undergraduate,54505,4.75,4.75,Fall,9,7,4.25,4.5,4.5,2014,4,5.0,EAR TRAINING,4.75,5.0,DRA,5.0,,Undergraduate,54505,5.0,5.0,Spring,1,5,5.0,5.0,5.0,2014,6,4.83,EAR TRAINING,4.5,4.83,DRA,4.8,,Undergraduate,54505,4.67,4.5,Fall,9,7,4.83,4.83,4.83,2013
1,3.0,EAR TRAINING,5.0,3.0,DRA,4.0,2.0,Undergraduate,54505,3.0,5.0,Spring,1,5,3.0,4.0,5.0,2015,4,4.25,EAR TRAINING,4.5,4.25,DRA,4.0,2.0,Undergraduate,54505,4.75,4.75,Fall,9,7,4.25,4.5,4.5,2014,4,5.0,EAR TRAINING,4.75,5.0,DRA,5.0,,Undergraduate,54505,5.0,5.0,Spring,1,5,5.0,5.0,5.0,2014,6,4.83,EAR TRAINING,4.5,4.83,DRA,4.8,,Undergraduate,54505,4.67,4.5,Fall,9,7,4.83,4.83,4.83,2013,4,4.25,EAR TRAINING,4.25,4.5,DRA,3.25,,Undergraduate,54505,4.25,4.25,Spring,1,7,4.25,4.25,4.25,2013
4,4.5,EAR TRAINING,3.5,4.25,DRA,3.5,2.0,Undergraduate,54505,4.25,4.0,Fall,9,4,3.75,4.0,3.75,2016,1,3.0,EAR TRAINING,3.0,3.0,DRA,3.0,2.0,Undergraduate,54505,4.0,3.0,Spring,1,5,3.0,3.0,3.0,2016,2,3.0,EAR TRAINING,3.5,4.0,DRA,3.0,3.5,Undergraduate,54505,3.0,3.5,Fall,9,5,3.5,3.0,3.0,2015,1,3.0,EAR TRAINING,5.0,3.0,DRA,4.0,2.0,Undergraduate,54505,3.0,5.0,Spring,1,5,3.0,4.0,5.0,2015,4,4.25,EAR TRAINING,4.5,4.25,DRA,4.0,2.0,Undergraduate,54505,4.75,4.75,Fall,9,7,4.25,4.5,4.5,2014
1,3.0,EAR TRAINING,3.0,3.0,DRA,3.0,2.0,Undergraduate,54505,4.0,3.0,Spring,1,5,3.0,3.0,3.0,2016,2,3.0,EAR TRAINING,3.5,4.0,DRA,3.0,3.5,Undergraduate,54505,3.0,3.5,Fall,9,5,3.5,3.0,3.0,2015,1,3.0,EAR TRAINING,5.0,3.0,DRA,4.0,2.0,Undergraduate,54505,3.0,5.0,Spring,1,5,3.0,4.0,5.0,2015,4,4.25,EAR TRAINING,4.5,4.25,DRA,4.0,2.0,Undergraduate,54505,4.75,4.75,Fall,9,7,4.25,4.5,4.5,2014,4,5.0,EAR TRAINING,4.75,5.0,DRA,5.0,,Undergraduate,54505,5.0,5.0,Spring,1,5,5.0,5.0,5.0,2014
1,4.0,EAR TRAINING,4.0,4.0,DRA,4.0,2.0,Undergraduate,54505,4.0,4.0,Fall,9,3,4.0,4.0,4.0,2017,3,4.0,EAR TRAINING,3.33,4.33,DRA,3.5,2.0,Undergraduate,54505,3.67,3.33,Spring,1,5,4.0,3.33,3.33,2017,4,4.5,EAR TRAINING,3.5,4.25,DRA,3.5,2.0,Undergraduate,54505,4.25,4.0,Fall,9,4,3.75,4.0,3.75,2016,1,3.0,EAR TRAINING,3.0,3.0,DRA,3.0,2.0,Undergraduate,54505,4.0,3.0,Spring,1,5,3.0,3.0,3.0,2016,2,3.0,EAR TRAINING,3.5,4.0,DRA,3.0,3.5,Undergraduate,54505,3.0,3.5,Fall,9,5,3.5,3.0,3.0,2015
3,4.0,EAR TRAINING,3.33,4.33,DRA,3.5,2.0,Undergraduate,54505,3.67,3.33,Spring,1,5,4.0,3.33,3.33,2017,4,4.5,EAR TRAINING,3.5,4.25,DRA,3.5,2.0,Undergraduate,54505,4.25,4.0,Fall,9,4,3.75,4.0,3.75,2016,1,3.0,EAR TRAINING,3.0,3.0,DRA,3.0,2.0,Undergraduate,54505,4.0,3.0,Spring,1,5,3.0,3.0,3.0,2016,2,3.0,EAR TRAINING,3.5,4.0,DRA,3.0,3.5,Undergraduate,54505,3.0,3.5,Fall,9,5,3.5,3.0,3.0,2015,1,3.0,EAR TRAINING,5.0,3.0,DRA,4.0,2.0,Undergraduate,54505,3.0,5.0,Spring,1,5,3.0,4.0,5.0,2015
4,2.0,THEA SOU SYSDESIGN,2.75,1.75,DRA,2.75,5.0,Undergraduate,54509,2.75,3.0,Fall,9,4,2.75,2.5,2.0,2016,4,2.75,THEA SYSTEM DESIGN,3.0,2.0,DRA,2.5,8.0,Undergraduate,54509,3.25,2.75,Spring,1,6,3.5,3.25,3.0,2016,6,2.8349999999999995,THEA SYSTEM DESIGN,3.5849999999999995,2.665,DRA,3.4150000000000005,6.75,Undergraduate,54509,3.1650000000000005,3.4150000000000005,Fall,9,8,3.3349999999999995,3.0,2.8349999999999995,2015,6,4.335,THEA SYSTEM DESIGN,4.5,3.83,DRA,4.335,,Undergraduate,54509,4.5,4.67,Spring,1,8,4.67,4.165,4.335,2014,6,3.83,ADVD SYSTEM DESIGN,4.165,4.17,DRA,4.335,,Undergraduate,54509,4.5,4.335,Fall,9,8,4.67,4.0,4.0,2013
4,2.75,THEA SYSTEM DESIGN,3.0,2.0,DRA,2.5,8.0,Undergraduate,54509,3.25,2.75,Spring,1,6,3.5,3.25,3.0,2016,6,2.8349999999999995,THEA SYSTEM DESIGN,3.5849999999999995,2.665,DRA,3.4150000000000005,6.75,Undergraduate,54509,3.1650000000000005,3.4150000000000005,Fall,9,8,3.3349999999999995,3.0,2.8349999999999995,2015,6,4.335,THEA SYSTEM DESIGN,4.5,3.83,DRA,4.335,,Undergraduate,54509,4.5,4.67,Spring,1,8,4.67,4.165,4.335,2014,6,3.83,ADVD SYSTEM DESIGN,4.165,4.17,DRA,4.335,,Undergraduate,54509,4.5,4.335,Fall,9,8,4.67,4.0,4.0,2013,1,5.0,ADVD SYSTEM DESIGN,4.0,3.0,DRA,3.0,,Undergraduate,54509,5.0,5.0,Spring,1,2,5.0,3.0,3.0,2013
3,5.0,DRCTORS CLLOQUIUM,4.33,5.0,DRA,4.33,2.0,Undergraduate,54517,5.0,4.67,Fall,9,14,5.0,4.67,5.0,2016,2,5.0,DRCTORS CLLOQUIUM,4.5,5.0,DRA,5.0,2.0,Undergraduate,54517,5.0,5.0,Spring,1,10,5.0,5.0,4.5,2016,6,4.0,DRCTORS CLLOQUIUM,4.17,4.33,DRA,4.33,2.0,Undergraduate,54517,4.33,4.0,Fall,9,15,4.33,4.0,4.17,2015,4,4.25,DRCTORS CLLOQUIUM,4.5,4.5,DRA,4.5,2.0,Undergraduate,54517,4.75,4.25,Fall,9,18,5.0,4.5,4.5,2014,4,4.5,DRCTORS CLLOQUIUM,4.0,4.5,DRA,4.0,,Undergraduate,54517,4.5,4.5,Fall,9,20,4.25,4.25,4.67,2013
2,5.0,DRCTORS CLLOQUIUM,5.0,5.0,DRA,5.0,3.5,Undergraduate,54517,5.0,5.0,Spring,1,10,5.0,5.0,5.0,2017,3,5.0,DRCTORS CLLOQUIUM,4.33,5.0,DRA,4.33,2.0,Undergraduate,54517,5.0,4.67,Fall,9,14,5.0,4.67,5.0,2016,2,5.0,DRCTORS CLLOQUIUM,4.5,5.0,DRA,5.0,2.0,Undergraduate,54517,5.0,5.0,Spring,1,10,5.0,5.0,4.5,2016,6,4.0,DRCTORS CLLOQUIUM,4.17,4.33,DRA,4.33,2.0,Undergraduate,54517,4.33,4.0,Fall,9,15,4.33,4.0,4.17,2015,4,4.25,DRCTORS CLLOQUIUM,4.5,4.5,DRA,4.5,2.0,Undergraduate,54517,4.75,4.25,Fall,9,18,5.0,4.5,4.5,2014
4,4.0,DRCTORS CLLOQUIUM,3.75,4.25,DRA,4.0,3.5,Undergraduate,54517,4.25,3.5,Fall,9,18,4.0,3.75,3.5,2017,2,5.0,DRCTORS CLLOQUIUM,5.0,5.0,DRA,5.0,3.5,Undergraduate,54517,5.0,5.0,Spring,1,10,5.0,5.0,5.0,2017,3,5.0,DRCTORS CLLOQUIUM,4.33,5.0,DRA,4.33,2.0,Undergraduate,54517,5.0,4.67,Fall,9,14,5.0,4.67,5.0,2016,2,5.0,DRCTORS CLLOQUIUM,4.5,5.0,DRA,5.0,2.0,Undergraduate,54517,5.0,5.0,Spring,1,10,5.0,5.0,4.5,2016,6,4.0,DRCTORS CLLOQUIUM,4.17,4.33,DRA,4.33,2.0,Undergraduate,54517,4.33,4.0,Fall,9,15,4.33,4.0,4.17,2015
4,4.5,MFA DIRECTORS LAB,4.75,4.5,DRA,4.5,5.75,Graduate,54615,5.0,5.0,Fall,9,5,4.75,4.75,4.75,2017,1,5.0,MFA DIRECTORS LAB,4.0,4.0,DRA,5.0,5.0,Graduate,54615,5.0,5.0,Spring,1,7,5.0,4.0,5.0,2017,1,5.0,MFA DIRECTORS LAB,4.0,5.0,DRA,5.0,5.0,Graduate,54615,5.0,5.0,Fall,9,5,5.0,5.0,5.0,2016,1,5.0,MFA DIRECTORS LAB,5.0,5.0,DRA,5.0,5.0,Graduate,54615,5.0,5.0,Fall,9,5,5.0,5.0,5.0,2015,1,5.0,MFA DIRECTORS LAB,5.0,5.0,DRA,5.0,8.0,Undergraduate,54615,5.0,5.0,Fall,9,4,5.0,5.0,5.0,2014
12,3.83,PRODUCTION AUDIO,3.58,4.17,DRA,3.25,6.5,Graduate,54666,3.92,3.67,Spring,1,15,4.33,3.92,3.67,2017,12,4.67,PRODUCTION AUDIO,4.17,4.58,DRA,4.0,6.75,Graduate,54666,3.83,4.67,Spring,1,15,4.5,4.58,4.08,2016,8,4.13,PRODUCTION AUDIO,4.0,4.25,DRA,3.75,7.25,Graduate,54666,3.75,3.38,Spring,1,12,4.0,4.25,4.13,2015,10,4.0,PRODUCTION AUDIO,3.7,3.7,DRA,3.7,,Undergraduate,54666,3.9,4.0,Spring,1,17,4.0,4.0,3.8,2014,9,3.8899999999999997,PRODUCTION AUDIO,4.11,4.13,DRA,3.8899999999999997,,Undergraduate,54666,4.13,4.56,Spring,1,15,4.22,4.0,4.11,2013
2,4.5,GD MUS RDG DRA PROD,4.0,4.5,DRA,4.5,2.0,Graduate,54702,4.5,4.0,Fall,9,2,4.5,4.5,4.0,2017,2,4.5,GD MUS RDG DRA PROD,4.0,4.0,DRA,4.5,2.0,Graduate,54702,4.0,4.0,Fall,9,4,5.0,4.5,4.0,2016,3,4.33,GD MUS RDG DRA TECH,4.33,4.33,DRA,4.0,3.0,Graduate,54702,4.33,4.67,Fall,9,3,4.33,4.33,4.33,2015,2,4.5,MUSIC RDG DRAMA TECH,3.5,4.0,DRA,3.5,5.0,Graduate,54702,3.5,3.5,Fall,9,3,3.5,4.0,3.5,2014,2,5.0,MUSIC RDG DRAMA TECH,5.0,5.0,DRA,5.0,,Graduate,54702,5.0,4.5,Fall,9,2,5.0,4.5,5.0,2013
8,3.5,THEATRE LAB I,3.75,3.375,DRA,3.25,7.25,Graduate,54709,3.625,3.875,Fall,9,16,3.625,3.125,3.625,2017,10,4.3,THEATRE LAB I,4.2,4.3,DRA,4.0,5.0,Graduate,54709,4.4,4.4,Fall,9,16,4.3,4.4,3.9,2016,8,3.125,THEATRE LAB I,3.75,3.125,DRA,3.25,10.125,Graduate,54709,4.0,4.0,Fall,9,16,4.0,3.25,3.75,2015,10,3.4,THEATRE LAB I,3.9,3.0,DRA,3.4,5.0,Graduate,54709,3.8,3.9,Fall,9,16,3.5,3.3,3.3,2014,6,4.0,THEATRE LAB I,4.67,4.0,DRA,4.67,,Graduate,54709,4.67,4.67,Fall,9,16,4.67,4.67,4.67,2013
8,4.75,THEATRE LAB II,4.5,4.625,DRA,4.25,5.0,Graduate,54710,4.5,4.625,Spring,1,16,4.5,4.625,4.375,2017,2,4.0,THEATRE LAB II,4.0,4.0,DRA,4.0,5.0,Graduate,54710,4.0,4.0,Spring,1,16,4.0,4.0,4.0,2016,8,3.625,THEATRE LAB II,4.5,3.875,DRA,4.125,7.0,Graduate,54710,4.0,3.875,Spring,1,14,4.25,4.0,4.0,2015,10,4.6,THEATRE LAB II,4.6,4.6,DRA,4.8,,Graduate,54710,4.8,4.7,Spring,1,16,4.8,4.6,4.7,2014,10,4.7,THEATRE LAB II,4.4,4.4,DRA,4.3,,Graduate,54710,4.8,4.5,Spring,1,10,4.7,4.6,4.5,2013
1,5.0,GRAD CAMERA LAB,4.0,4.0,DRA,5.0,5.0,Graduate,54718,5.0,5.0,Spring,1,8,5.0,4.0,4.0,2017,2,3.0,GRAD CAMERA LAB,3.5,2.5,DRA,3.5,5.0,Graduate,54718,3.5,3.5,Spring,1,8,3.5,3.5,3.5,2016,3,3.0,GRAD CAMERA LAB,4.0,3.0,DRA,4.0,2.0,Graduate,54718,4.33,4.33,Spring,1,7,3.67,3.67,4.33,2015,3,2.67,GRAD CAMERA LAB,3.0,2.67,DRA,3.0,,Graduate,54718,2.0,2.67,Spring,1,6,3.33,3.0,3.0,2014,1,4.0,CAMERA LAB,3.0,4.0,DRA,4.0,,Graduate,54718,4.0,3.0,Spring,1,7,3.0,4.0,3.0,2013
