0_answers,0_clear_goals,0_course_name,0_course_rate,0_course_requirements,0_dept,0_feedback,0_hrs_week,0_level,0_num,0_prof_interest,0_respect,0_semester,0_semester_int,0_students,0_subject_importance,0_subject_matter,0_teaching_rate,0_year,1_answers,1_clear_goals,1_course_name,1_course_rate,1_course_requirements,1_dept,1_feedback,1_hrs_week,1_level,1_num,1_prof_interest,1_respect,1_semester,1_semester_int,1_students,1_subject_importance,1_subject_matter,1_teaching_rate,1_year,2_answers,2_clear_goals,2_course_name,2_course_rate,2_course_requirements,2_dept,2_feedback,2_hrs_week,2_level,2_num,2_prof_interest,2_respect,2_semester,2_semester_int,2_students,2_subject_importance,2_subject_matter,2_teaching_rate,2_year,frequency
28,4.178571428571429,STATS REASON PRACTCE,4.3549999999999995,4.429642857142857,STA,4.251428571428571,11.143571428571429,Undergraduate,36201,4.537857142857143,4.6450000000000005,Summer,5,41,4.390714285714286,4.144642857142857,4.105714285714286,2017,66,4.666666666666667,STATS REASON PRACTCE,4.391666666666667,4.648333333333333,STA,4.341666666666667,5.698333333333334,Undergraduate,36201,4.558333333333334,4.516666666666666,Spring,1,156,4.633333333333334,4.665000000000001,4.55,2017,106,4.81,STATS REASON PRACTCE,4.58,4.83,STA,4.53,6.3,Undergraduate,36201,4.73,4.82,Fall,9,227,4.72,4.8,4.75,2016,111
106,4.81,STATS REASON PRACTCE,4.58,4.83,STA,4.53,6.3,Undergraduate,36201,4.73,4.82,Fall,9,227,4.72,4.8,4.75,2016,17,4.882352941176471,STATS REASON PRACTCE,4.882352941176471,4.943529411764706,STA,4.943529411764706,11.35529411764706,Undergraduate,36201,4.882352941176471,5.0,Summer,5,28,4.825882352941176,4.943529411764706,4.943529411764706,2016,78,4.641153846153846,STATS REASON PRACTCE,4.337307692307692,4.703076923076923,STA,4.370384615384615,7.628461538461538,Undergraduate,36201,4.643076923076923,4.406923076923077,Spring,1,158,4.553461538461539,4.719230769230769,4.561538461538461,2016,111
101,4.85,STATS REASON PRACTCE,4.77,4.87,STA,4.71,4.91,Undergraduate,36201,4.83,4.91,Fall,9,173,4.83,4.84,4.85,2017,28,4.178571428571429,STATS REASON PRACTCE,4.3549999999999995,4.429642857142857,STA,4.251428571428571,11.143571428571429,Undergraduate,36201,4.537857142857143,4.6450000000000005,Summer,5,41,4.390714285714286,4.144642857142857,4.105714285714286,2017,66,4.666666666666667,STATS REASON PRACTCE,4.391666666666667,4.648333333333333,STA,4.341666666666667,5.698333333333334,Undergraduate,36201,4.558333333333334,4.516666666666666,Spring,1,156,4.633333333333334,4.665000000000001,4.55,2017,111
37,4.7005405405405405,STATISTICAL METHODS,4.516486486486486,4.7005405405405405,STA,4.188108108108108,6.57054054054054,Undergraduate,36202,4.599459459459459,4.47972972972973,Fall,9,70,4.484324324324325,4.731891891891891,4.622972972972973,2016,122,4.71,STATISTICAL METHODS,4.58,4.79,STA,4.45,5.9,Undergraduate,36202,4.72,4.84,Spring,1,259,4.65,4.79,4.73,2016,9,2.78,STATISTICAL METHODS,2.0,2.78,STA,2.22,9.0,Undergraduate,36202,1.8899999999999997,1.33,Fall,9,12,3.0,2.89,2.11,2015,101
122,4.71,STATISTICAL METHODS,4.58,4.79,STA,4.45,5.9,Undergraduate,36202,4.72,4.84,Spring,1,259,4.65,4.79,4.73,2016,9,2.78,STATISTICAL METHODS,2.0,2.78,STA,2.22,9.0,Undergraduate,36202,1.8899999999999997,1.33,Fall,9,12,3.0,2.89,2.11,2015,110,4.5,STATISTICAL METHODS,4.12,4.48,STA,3.95,4.94,Undergraduate,36202,4.34,4.58,Spring,1,218,4.26,4.52,4.38,2015,101
87,4.6433333333333335,STAT & DS METHODS,4.517241379310345,4.6337931034482756,STA,4.4365517241379315,5.792988505747126,Undergraduate,36202,4.667011494252873,4.861609195402299,Fall,9,179,4.610574712643678,4.633563218390805,4.6193103448275865,2017,101,4.75,STATISTICAL METHODS,4.62,4.76,STA,4.5,5.62,Undergraduate,36202,4.74,4.86,Spring,1,231,4.56,4.83,4.73,2017,37,4.7005405405405405,STATISTICAL METHODS,4.516486486486486,4.7005405405405405,STA,4.188108108108108,6.57054054054054,Undergraduate,36202,4.599459459459459,4.47972972972973,Fall,9,70,4.484324324324325,4.731891891891891,4.622972972972973,2016,101
101,4.75,STATISTICAL METHODS,4.62,4.76,STA,4.5,5.62,Undergraduate,36202,4.74,4.86,Spring,1,231,4.56,4.83,4.73,2017,37,4.7005405405405405,STATISTICAL METHODS,4.516486486486486,4.7005405405405405,STA,4.188108108108108,6.57054054054054,Undergraduate,36202,4.599459459459459,4.47972972972973,Fall,9,70,4.484324324324325,4.731891891891891,4.622972972972973,2016,122,4.71,STATISTICAL METHODS,4.58,4.79,STA,4.45,5.9,Undergraduate,36202,4.72,4.84,Spring,1,259,4.65,4.79,4.73,2016,101
4,4.75,REGRESSION ANALYSIS,4.5,4.75,STA,4.75,4.25,Undergraduate,36208,4.75,4.75,Summer,5,4,4.75,4.75,4.75,2016,2,5.0,REGRESSION ANALYSIS,5.0,5.0,STA,5.0,8.0,Undergraduate,36208,5.0,5.0,Spring,1,3,5.0,5.0,5.0,2016,3,3.0,REGRESSION ANALYSIS,2.6666666666666665,3.0,STA,3.3333333333333335,3.0,Undergraduate,36208,3.0,3.6666666666666665,Spring,1,5,3.3333333333333335,2.6666666666666665,3.0,2015,11
5,4.2,REGRESSION ANALYSIS,4.4,4.6,STA,4.6,8.0,Undergraduate,36208,5.0,5.0,Summer,5,5,4.6,4.4,4.6,2017,2,3.0,REGRESSION ANALYSIS,3.5,2.0,STA,2.5,6.5,Undergraduate,36208,4.0,4.0,Fall,9,2,4.0,3.0,2.5,2016,4,4.75,REGRESSION ANALYSIS,4.5,4.75,STA,4.75,4.25,Undergraduate,36208,4.75,4.75,Summer,5,4,4.75,4.75,4.75,2016,101
2,4.5,REGRESSION ANALYSIS,4.5,5.0,STA,4.0,8.0,Undergraduate,36208,5.0,4.5,Fall,9,5,4.5,4.5,4.5,2017,5,4.2,REGRESSION ANALYSIS,4.4,4.6,STA,4.6,8.0,Undergraduate,36208,5.0,5.0,Summer,5,5,4.6,4.4,4.6,2017,2,3.0,REGRESSION ANALYSIS,3.5,2.0,STA,2.5,6.5,Undergraduate,36208,4.0,4.0,Fall,9,2,4.0,3.0,2.5,2016,101
2,3.0,REGRESSION ANALYSIS,3.5,2.0,STA,2.5,6.5,Undergraduate,36208,4.0,4.0,Fall,9,2,4.0,3.0,2.5,2016,4,4.75,REGRESSION ANALYSIS,4.5,4.75,STA,4.75,4.25,Undergraduate,36208,4.75,4.75,Summer,5,4,4.75,4.75,4.75,2016,2,5.0,REGRESSION ANALYSIS,5.0,5.0,STA,5.0,8.0,Undergraduate,36208,5.0,5.0,Spring,1,3,5.0,5.0,5.0,2016,111
112,3.955535714285714,PROB THEO RNDM PROC,3.425,4.026875,STA,3.619285714285714,8.674553571428572,Undergraduate,36217,4.114642857142857,4.3810714285714285,Spring,1,217,3.7969642857142856,3.735,3.6377678571428573,2016,90,4.39,PROB THEO RNDM PROC,4.13,4.38,STA,3.9,9.31,Undergraduate,36217,4.28,4.48,Fall,9,171,4.38,4.32,4.21,2015,10,4.7,PROB THEO RNDM PROC,4.4,4.6,STA,4.5,12.2,Undergraduate,36217,4.7,5.0,Summer,5,24,4.8,4.6,4.5,2015,111
7,4.57,PROB THEO RNDM PROC,4.43,4.57,STA,4.86,12.86,Undergraduate,36217,4.86,4.86,Summer,5,15,4.71,4.29,4.14,2016,112,3.955535714285714,PROB THEO RNDM PROC,3.425,4.026875,STA,3.619285714285714,8.674553571428572,Undergraduate,36217,4.114642857142857,4.3810714285714285,Spring,1,217,3.7969642857142856,3.735,3.6377678571428573,2016,90,4.39,PROB THEO RNDM PROC,4.13,4.38,STA,3.9,9.31,Undergraduate,36217,4.28,4.48,Fall,9,171,4.38,4.32,4.21,2015,111
90,4.39,PROB THEO RNDM PROC,4.13,4.38,STA,3.9,9.31,Undergraduate,36217,4.28,4.48,Fall,9,171,4.38,4.32,4.21,2015,10,4.7,PROB THEO RNDM PROC,4.4,4.6,STA,4.5,12.2,Undergraduate,36217,4.7,5.0,Summer,5,24,4.8,4.6,4.5,2015,94,4.21,PROB THEO RNDM PROC,3.98,4.21,STA,3.79,8.1,Undergraduate,36217,4.23,4.17,Spring,1,178,4.01,4.07,4.07,2015,111
93,3.9212903225806452,PROB THEO RNDM PROC,3.485161290322581,3.971505376344086,STA,3.6432258064516128,8.380430107526882,Undergraduate,36217,3.944193548387096,4.211290322580645,Spring,1,201,3.776774193548387,3.6689247311827953,3.583440860215054,2017,84,3.76,PROB THEO RNDM PROC,3.1499999999999995,3.81,STA,3.3500000000000005,8.6,Undergraduate,36217,3.69,3.8500000000000005,Fall,9,177,3.52,3.44,3.18,2016,7,4.57,PROB THEO RNDM PROC,4.43,4.57,STA,4.86,12.86,Undergraduate,36217,4.86,4.86,Summer,5,15,4.71,4.29,4.14,2016,111
12,4.0,PROB THEO RNDM PROC,3.75,4.08,STA,3.92,11.75,Undergraduate,36217,4.33,4.75,Summer,5,24,4.0,3.67,3.67,2017,93,3.9212903225806452,PROB THEO RNDM PROC,3.485161290322581,3.971505376344086,STA,3.6432258064516128,8.380430107526882,Undergraduate,36217,3.944193548387096,4.211290322580645,Spring,1,201,3.776774193548387,3.6689247311827953,3.583440860215054,2017,84,3.76,PROB THEO RNDM PROC,3.1499999999999995,3.81,STA,3.3500000000000005,8.6,Undergraduate,36217,3.69,3.8500000000000005,Fall,9,177,3.52,3.44,3.18,2016,111
84,3.76,PROB THEO RNDM PROC,3.1499999999999995,3.81,STA,3.3500000000000005,8.6,Undergraduate,36217,3.69,3.8500000000000005,Fall,9,177,3.52,3.44,3.18,2016,7,4.57,PROB THEO RNDM PROC,4.43,4.57,STA,4.86,12.86,Undergraduate,36217,4.86,4.86,Summer,5,15,4.71,4.29,4.14,2016,112,3.955535714285714,PROB THEO RNDM PROC,3.425,4.026875,STA,3.619285714285714,8.674553571428572,Undergraduate,36217,4.114642857142857,4.3810714285714285,Spring,1,217,3.7969642857142856,3.735,3.6377678571428573,2016,111
69,3.97,PROB THEO RNDM PROC,3.35,3.99,STA,3.35,9.65,Undergraduate,36217,3.71,3.59,Fall,9,133,3.65,3.56,3.34,2017,12,4.0,PROB THEO RNDM PROC,3.75,4.08,STA,3.92,11.75,Undergraduate,36217,4.33,4.75,Summer,5,24,4.0,3.67,3.67,2017,93,3.9212903225806452,PROB THEO RNDM PROC,3.485161290322581,3.971505376344086,STA,3.6432258064516128,8.380430107526882,Undergraduate,36217,3.944193548387096,4.211290322580645,Spring,1,201,3.776774193548387,3.6689247311827953,3.583440860215054,2017,111
35,3.4,ENGR STAT QUAL CTRL,2.97,3.51,STA,3.26,6.37,Undergraduate,36220,3.31,3.94,Spring,1,50,3.37,3.34,3.06,2016,97,4.59,ENGR STAT QUAL CTRL,4.21,4.6,STA,4.37,5.34,Undergraduate,36220,4.53,4.74,Fall,9,147,4.41,4.53,4.45,2015,8,3.25,ENGR STAT QUAL CTRL,2.88,3.25,STA,3.0,12.88,Undergraduate,36220,3.25,3.38,Summer,5,11,3.63,2.63,2.63,2015,111
2,5.0,ENGR STAT QUAL CTRL,4.5,5.0,STA,4.5,6.5,Undergraduate,36220,5.0,5.0,Summer,5,3,5.0,5.0,4.5,2016,35,3.4,ENGR STAT QUAL CTRL,2.97,3.51,STA,3.26,6.37,Undergraduate,36220,3.31,3.94,Spring,1,50,3.37,3.34,3.06,2016,97,4.59,ENGR STAT QUAL CTRL,4.21,4.6,STA,4.37,5.34,Undergraduate,36220,4.53,4.74,Fall,9,147,4.41,4.53,4.45,2015,111
97,4.59,ENGR STAT QUAL CTRL,4.21,4.6,STA,4.37,5.34,Undergraduate,36220,4.53,4.74,Fall,9,147,4.41,4.53,4.45,2015,8,3.25,ENGR STAT QUAL CTRL,2.88,3.25,STA,3.0,12.88,Undergraduate,36220,3.25,3.38,Summer,5,11,3.63,2.63,2.63,2015,42,2.6,ENGR STAT QUAL CTRL,2.36,2.62,STA,2.4,8.55,Undergraduate,36220,3.0,3.95,Spring,1,68,2.95,2.33,2.26,2015,111
58,3.86,ENGR STAT QUAL CTRL,3.42,3.93,STA,3.79,7.53,Undergraduate,36220,4.02,4.25,Spring,1,103,3.75,3.8099999999999996,3.65,2017,77,3.4699999999999998,ENGR STAT QUAL CTRL,3.05,3.6099999999999994,STA,3.31,6.52,Undergraduate,36220,3.63,4.18,Fall,9,116,3.26,3.17,3.17,2016,2,5.0,ENGR STAT QUAL CTRL,4.5,5.0,STA,4.5,6.5,Undergraduate,36220,5.0,5.0,Summer,5,3,5.0,5.0,4.5,2016,111
62,4.02,ENGR STAT QUAL CTRL,3.58,3.92,STA,3.53,6.5,Undergraduate,36220,3.71,4.21,Fall,9,111,3.79,3.97,3.69,2017,58,3.86,ENGR STAT QUAL CTRL,3.42,3.93,STA,3.79,7.53,Undergraduate,36220,4.02,4.25,Spring,1,103,3.75,3.8099999999999996,3.65,2017,77,3.4699999999999998,ENGR STAT QUAL CTRL,3.05,3.6099999999999994,STA,3.31,6.52,Undergraduate,36220,3.63,4.18,Fall,9,116,3.26,3.17,3.17,2016,101
77,3.4699999999999998,ENGR STAT QUAL CTRL,3.05,3.6099999999999994,STA,3.31,6.52,Undergraduate,36220,3.63,4.18,Fall,9,116,3.26,3.17,3.17,2016,2,5.0,ENGR STAT QUAL CTRL,4.5,5.0,STA,4.5,6.5,Undergraduate,36220,5.0,5.0,Summer,5,3,5.0,5.0,4.5,2016,35,3.4,ENGR STAT QUAL CTRL,2.97,3.51,STA,3.26,6.37,Undergraduate,36220,3.31,3.94,Spring,1,50,3.37,3.34,3.06,2016,111
138,4.574347826086957,INTRO PROBLTY THEORY,4.373260869565217,4.607391304347827,STA,4.319782608695652,8.362391304347828,Undergraduate,36225,4.396304347826087,4.7269565217391305,Fall,9,293,4.352826086956522,4.468260869565217,4.447173913043478,2016,14,4.64,INTRO PROBLTY THEORY,4.57,5.0,STA,4.86,11.570000000000002,Undergraduate,36225,5.0,5.0,Summer,5,21,4.86,4.86,4.71,2016,128,4.53,INTRO PROBLTY THEORY,4.4,4.54,STA,4.34,8.52,Undergraduate,36225,4.47,4.64,Fall,9,244,4.48,4.51,4.42,2015,101
14,4.64,INTRO PROBLTY THEORY,4.57,5.0,STA,4.86,11.570000000000002,Undergraduate,36225,5.0,5.0,Summer,5,21,4.86,4.86,4.71,2016,128,4.53,INTRO PROBLTY THEORY,4.4,4.54,STA,4.34,8.52,Undergraduate,36225,4.47,4.64,Fall,9,244,4.48,4.51,4.42,2015,13,4.62,INTRO PROBLTY THEORY,4.17,4.69,STA,4.31,13.77,Undergraduate,36225,4.08,4.77,Summer,5,30,4.31,4.62,4.46,2015,101
160,4.488875,INTRO PROBLTY THEORY,4.312250000000001,4.587125,STA,4.180875,7.944249999999999,Undergraduate,36225,4.3942499999999995,4.560625,Fall,9,314,4.389374999999999,4.490375,4.4245,2017,18,4.61,INTRO PROBLTY THEORY,4.44,4.72,STA,4.56,12.56,Undergraduate,36225,4.67,4.89,Summer,5,20,4.61,4.39,4.44,2017,138,4.574347826086957,INTRO PROBLTY THEORY,4.373260869565217,4.607391304347827,STA,4.319782608695652,8.362391304347828,Undergraduate,36225,4.396304347826087,4.7269565217391305,Fall,9,293,4.352826086956522,4.468260869565217,4.447173913043478,2016,101
18,4.61,INTRO PROBLTY THEORY,4.44,4.72,STA,4.56,12.56,Undergraduate,36225,4.67,4.89,Summer,5,20,4.61,4.39,4.44,2017,138,4.574347826086957,INTRO PROBLTY THEORY,4.373260869565217,4.607391304347827,STA,4.319782608695652,8.362391304347828,Undergraduate,36225,4.396304347826087,4.7269565217391305,Fall,9,293,4.352826086956522,4.468260869565217,4.447173913043478,2016,14,4.64,INTRO PROBLTY THEORY,4.57,5.0,STA,4.86,11.570000000000002,Undergraduate,36225,5.0,5.0,Summer,5,21,4.86,4.86,4.71,2016,101
92,4.48,INTRO STATCL INFRCE,4.25,4.46,STA,4.22,7.31,Undergraduate,36226,4.41,4.59,Spring,1,213,4.42,4.48,4.37,2016,10,4.8,INTRO STATCL INFRCE,4.6,4.8,STA,4.7,11.3,Undergraduate,36226,4.9,5.0,Summer,5,37,4.6,4.7,4.7,2015,93,4.59,INTRO STATCL INFRCE,4.43,4.51,STA,4.29,9.12,Undergraduate,36226,4.6,4.66,Spring,1,183,4.52,4.63,4.63,2015,101
12,4.42,INTRO STATCL INFRCE,4.42,4.33,STA,4.5,11.08,Undergraduate,36226,4.5,4.58,Summer,5,18,4.42,4.58,4.42,2016,92,4.48,INTRO STATCL INFRCE,4.25,4.46,STA,4.22,7.31,Undergraduate,36226,4.41,4.59,Spring,1,213,4.42,4.48,4.37,2016,10,4.8,INTRO STATCL INFRCE,4.6,4.8,STA,4.7,11.3,Undergraduate,36226,4.9,5.0,Summer,5,37,4.6,4.7,4.7,2015,101
128,4.515625,INTRO STATCL INFRCE,4.340625,4.581250000000001,STA,4.4018749999999995,8.3175,Undergraduate,36226,4.589375,4.60625,Spring,1,282,4.5062500000000005,4.515625,4.46125,2017,12,4.42,INTRO STATCL INFRCE,4.42,4.33,STA,4.5,11.08,Undergraduate,36226,4.5,4.58,Summer,5,18,4.42,4.58,4.42,2016,92,4.48,INTRO STATCL INFRCE,4.25,4.46,STA,4.22,7.31,Undergraduate,36226,4.41,4.59,Spring,1,213,4.42,4.48,4.37,2016,101
16,4.88,INTRO STATCL INFRCE,4.69,4.81,STA,4.75,12.94,Undergraduate,36226,4.94,4.94,Summer,5,28,4.63,4.75,4.75,2017,128,4.515625,INTRO STATCL INFRCE,4.340625,4.581250000000001,STA,4.4018749999999995,8.3175,Undergraduate,36226,4.589375,4.60625,Spring,1,282,4.5062500000000005,4.515625,4.46125,2017,12,4.42,INTRO STATCL INFRCE,4.42,4.33,STA,4.5,11.08,Undergraduate,36226,4.5,4.58,Summer,5,18,4.42,4.58,4.42,2016,101
11,4.82,STATS FOR LAB SCIENC,4.36,4.82,STA,4.55,8.55,Undergraduate,36247,4.73,4.73,Spring,1,17,4.64,4.45,4.55,2017,12,3.75,STATS FOR LAB SCIENC,3.17,4.08,STA,3.36,7.25,Undergraduate,36247,3.5,4.25,Spring,1,15,3.75,3.08,3.0,2016,8,2.75,STATS FOR LAB SCIENC,2.0,2.88,STA,2.38,9.13,Undergraduate,36247,3.0,3.63,Spring,1,16,2.5,2.0,1.88,2015,1
33,3.64,SAMPLING SURVEY SOC,3.33,3.61,STA,3.24,8.39,Undergraduate,36303,3.61,3.52,Spring,1,71,3.7,3.61,3.27,2017,20,4.42,SAMPLING SURVEY SOC,4.0,4.15,STA,4.45,7.68,Undergraduate,36303,4.45,4.4,Spring,1,63,4.35,4.4,4.25,2016,26,4.38,SAMPLING SURVEY SOC,4.19,4.42,STA,4.31,7.65,Undergraduate,36303,4.35,4.46,Spring,1,44,4.23,4.31,4.35,2015,1
58,3.5,EX DES BEHA SOC SCI,2.95,3.6,STA,3.1,6.45,Undergraduate,36309,3.64,4.41,Fall,9,113,3.45,3.21,3.03,2016,5,4.4,EX DES BEHA SOC SCI,3.8,4.6,STA,4.6,13.6,Undergraduate,36309,4.8,4.8,Summer,5,6,4.6,4.0,4.4,2016,58,4.52,EX DES BEHA SOC SCI,4.21,4.57,STA,4.45,7.630000000000001,Undergraduate,36309,4.79,4.74,Fall,9,120,4.41,4.33,4.28,2015,101
5,4.4,EX DES BEHA SOC SCI,3.8,4.6,STA,4.6,13.6,Undergraduate,36309,4.8,4.8,Summer,5,6,4.6,4.0,4.4,2016,58,4.52,EX DES BEHA SOC SCI,4.21,4.57,STA,4.45,7.630000000000001,Undergraduate,36309,4.79,4.74,Fall,9,120,4.41,4.33,4.28,2015,8,4.0,EX DES BEHA SOC SCI,4.0,4.25,STA,4.13,9.5,Undergraduate,36309,4.38,4.75,Summer,5,10,4.75,4.75,4.38,2015,101
34,4.0,EX DES BEHA SOC SCI,3.61,4.03,STA,3.7,5.91,Undergraduate,36309,3.9700000000000006,4.58,Fall,9,74,3.73,3.85,3.67,2017,8,4.875,EX DES BEHA SOC SCI,4.5,4.875,STA,4.7475000000000005,15.0025,Undergraduate,36309,4.875,4.875,Summer,5,9,4.875,4.5,4.6274999999999995,2017,58,3.5,EX DES BEHA SOC SCI,2.95,3.6,STA,3.1,6.45,Undergraduate,36309,3.64,4.41,Fall,9,113,3.45,3.21,3.03,2016,101
8,4.875,EX DES BEHA SOC SCI,4.5,4.875,STA,4.7475000000000005,15.0025,Undergraduate,36309,4.875,4.875,Summer,5,9,4.875,4.5,4.6274999999999995,2017,58,3.5,EX DES BEHA SOC SCI,2.95,3.6,STA,3.1,6.45,Undergraduate,36309,3.64,4.41,Fall,9,113,3.45,3.21,3.03,2016,5,4.4,EX DES BEHA SOC SCI,3.8,4.6,STA,4.6,13.6,Undergraduate,36309,4.8,4.8,Summer,5,6,4.6,4.0,4.4,2016,101
29,4.66,STAT GRPHCS & VISUAL,4.55,4.55,STA,4.59,9.14,Undergraduate,36315,4.55,4.619999999999999,Fall,9,65,4.55,4.46,4.55,2016,51,4.55,STAT GRPHCS & VISUAL,4.49,4.49,STA,4.43,8.69,Undergraduate,36315,4.73,4.73,Spring,1,107,4.67,4.47,4.63,2016,36,3.92,STAT GRPHCS & VISUAL,3.94,4.03,STA,3.92,7.139999999999999,Undergraduate,36315,4.33,4.47,Spring,1,69,3.9700000000000006,4.06,4.11,2015,11
11,3.55,STAT GRPHCS & VISUAL,3.64,3.55,STA,3.9100000000000006,13.82,Undergraduate,36315,4.09,4.0,Summer,5,19,3.82,3.55,3.55,2017,40,4.58,STAT GRPHCS & VISUAL,4.6,4.44,STA,4.4,10.33,Undergraduate,36315,4.68,4.72,Spring,1,99,4.68,4.52,4.65,2017,29,4.66,STAT GRPHCS & VISUAL,4.55,4.55,STA,4.59,9.14,Undergraduate,36315,4.55,4.619999999999999,Fall,9,65,4.55,4.46,4.55,2016,111
40,4.58,STAT GRPHCS & VISUAL,4.6,4.44,STA,4.4,10.33,Undergraduate,36315,4.68,4.72,Spring,1,99,4.68,4.52,4.65,2017,29,4.66,STAT GRPHCS & VISUAL,4.55,4.55,STA,4.59,9.14,Undergraduate,36315,4.55,4.619999999999999,Fall,9,65,4.55,4.46,4.55,2016,51,4.55,STAT GRPHCS & VISUAL,4.49,4.49,STA,4.43,8.69,Undergraduate,36315,4.73,4.73,Spring,1,107,4.67,4.47,4.63,2016,101
52,4.407692307692308,STAT GRPHCS & VISUAL,4.268653846153846,4.208653846153846,STA,4.441923076923077,9.558076923076923,Undergraduate,36315,4.268653846153846,4.632115384615385,Fall,9,160,4.522115384615384,4.309615384615385,4.328653846153846,2017,11,3.55,STAT GRPHCS & VISUAL,3.64,3.55,STA,3.9100000000000006,13.82,Undergraduate,36315,4.09,4.0,Summer,5,19,3.82,3.55,3.55,2017,40,4.58,STAT GRPHCS & VISUAL,4.6,4.44,STA,4.4,10.33,Undergraduate,36315,4.68,4.72,Spring,1,99,4.68,4.52,4.65,2017,111
73,4.732465753424658,STATISTICAL COMPUTNG,4.591369863013698,4.8508219178082195,STA,4.6491780821917805,9.045342465753423,Undergraduate,36350,4.588082191780822,4.8508219178082195,Fall,9,177,4.632054794520548,4.602465753424657,4.6560273972602735,2017,39,4.13,STATISTICAL COMPUTNG,3.92,4.13,STA,3.87,9.87,Undergraduate,36350,3.95,4.05,Fall,9,98,4.0,3.92,3.77,2016,49,4.1,STATISTICAL COMPUTNG,3.9800000000000004,4.2,STA,3.94,6.9,Undergraduate,36350,4.12,4.2,Fall,9,104,4.06,4.06,3.88,2015,1
116,3.538965517241379,MODERN REGRESSION,3.2203448275862074,3.4831034482758616,STA,3.2724137931034485,9.248275862068967,Undergraduate,36401,3.785172413793104,4.317241379310345,Fall,9,237,3.7734482758620684,3.2551724137931033,3.183448275862069,2017,112,4.594821428571429,MODERN REGRESSION,4.44375,4.635714285714286,STA,4.314285714285714,9.258214285714287,Undergraduate,36401,4.642142857142858,4.650178571428571,Fall,9,242,4.6867857142857146,4.767678571428571,4.586785714285715,2016,73,4.324520547945205,MODERN REGRESSION,4.192328767123287,4.277808219178082,STA,4.218082191780821,11.545616438356163,Undergraduate,36401,4.475753424657534,4.629452054794521,Fall,9,159,4.366986301369862,4.166301369863014,4.217260273972603,2015,1
88,4.076363636363637,ADV METHODS DATA ANL,3.895,4.091818181818182,STA,3.794545454545454,11.87409090909091,Undergraduate,36402,4.056818181818182,4.272272727272727,Spring,1,201,4.160454545454545,3.9172727272727275,3.8877272727272727,2017,158,3.9650000000000003,ADV METHODS DATA ANL,3.75,3.935,STA,3.695,14.73,Undergraduate,36402,4.069999999999999,4.055000000000001,Spring,1,266,3.9650000000000003,3.94,3.8650000000000007,2016,116,3.75,ADV METHODS DATA ANL,3.6750000000000003,3.855,STA,3.5949999999999998,12.735000000000001,Undergraduate,36402,3.8549999999999995,4.095,Spring,1,214,3.8699999999999997,3.5949999999999998,3.585,2015,1
48,4.15,INTRO PROB MODELING,4.02,4.15,STA,3.85,9.24,Undergraduate,36410,4.1,4.42,Spring,1,56,4.08,4.15,4.15,2017,44,4.36,INTRO PROB MODELING,4.25,4.43,STA,4.23,9.47,Undergraduate,36410,4.45,4.7,Spring,1,61,4.34,4.32,4.3,2016,29,4.0,INTRO PROB MODELING,3.6900000000000004,3.93,STA,3.55,8.36,Undergraduate,36410,3.83,4.24,Spring,1,52,4.1,3.83,3.59,2015,1
9,4.44,UNDERGRAD RESEARCH,4.67,4.22,STA,4.44,8.33,Undergraduate,36490,4.33,4.78,Spring,1,17,4.33,4.22,4.44,2017,3,5.0,UNDERGRAD RESEARCH,4.67,5.0,STA,5.0,6.0,Undergraduate,36490,5.0,5.0,Spring,1,8,5.0,5.0,4.67,2016,5,4.6,UNDERGRAD RESEARCH,4.6,4.8,STA,4.6,9.2,Undergraduate,36490,4.8,4.8,Spring,1,9,4.8,4.8,4.8,2015,1
23,4.39,PERSPTV DATA SCI I,4.26,4.3,STA,4.65,7.130000000000001,Graduate,36601,4.65,4.32,Fall,9,34,4.52,4.45,4.36,2017,32,4.8149999999999995,PERSPTV DATA SCI I,4.75,4.845000000000001,STA,4.9399999999999995,6.199999999999999,Graduate,36601,4.970000000000001,4.970000000000001,Fall,9,50,4.845000000000001,4.8149999999999995,4.75,2016,24,4.46,PERSPTV DATA SCI I,4.5,4.54,STA,4.585,8.025,Graduate,36601,4.835,4.875,Fall,9,44,4.79,4.75,4.665,2015,1
13,5.0,PERSPV DATA SCI II,4.92,5.0,STA,4.92,5.6899999999999995,Graduate,36602,5.0,5.0,Spring,1,25,5.0,4.92,4.92,2017,28,4.75,PERSPV DATA SCI II,4.535,4.71,STA,4.680000000000001,7.784999999999999,Graduate,36602,4.86,4.86,Spring,1,44,4.785000000000001,4.75,4.714999999999999,2016,20,4.5,PERSPV DATA SCI II,4.35,4.45,STA,4.35,7.365,Graduate,36602,4.55,4.7,Spring,1,44,4.6,4.4,4.35,2015,1
5,4.8,MODERN REGRESSION,4.8,4.8,STA,4.6,9.2,Graduate,36607,4.8,4.8,Fall,9,7,4.8,4.8,4.8,2017,8,5.0,MODERN REGRESSION,4.88,4.75,STA,5.0,9.88,Graduate,36607,4.75,4.75,Fall,9,9,5.0,4.88,4.88,2016,5,5.0,MODERN REGRESSION,4.8,4.8,STA,4.4,12.5,Graduate,36607,5.0,5.0,Fall,9,5,4.8,4.6,4.6,2015,1
